,word_ngram_freq,volume_ngram_freq,freq
elements,96488567,8395980,53
associates,15659086,4356863,2
l0,2422609,502480,2
sep,2398158,562880,4
balanced,14940283,5306771,10
sx,503772,206494,1
radius,13648648,1941321,7
combinatorial,745437,182275,3
rdist,4929,1339,2
except,116721782,11936255,2
free,206158509,15487295,31
acb,184755,69319,3
situation,134610698,8595935,4
integer,6672054,723631,22
generalize,1932678,989841,2
labeled,9910718,2215497,7
series,122648090,11748034,4
papers,63406891,8061240,3
express,49344208,9269494,1
uy,199016,135284,1
tmax,107702,45517,1
rans,124519,62862,2
thierry,676805,222408,1
conjecture,4433615,1987235,2
elec,917402,313210,1
compatible,8866777,2694505,1
bcac,1540,660,4
supposed,51153222,7130455,1
deltay,3406,1127,5
compact,11091481,3487143,1
g3,300610,134841,3
ba,6146223,1719996,70
c,243374626,14678573,102
h9,87315,62762,2
nw,2598205,527117,4
preserve,20765909,5506935,2
mignosi,886,388,1
listi,6804,4505,3
iangle,900,832,5
aldo,608946,164703,1
figure,273002399,12072667,40
ebold,63,40,3
uses,57125716,8914210,9
realized,36983195,5399453,2
system,428655277,12775482,15
i2,1324254,666329,3
luca,827732,194201,2
ngle,14361,12636,1
rauzy,2536,1057,1
n0,715198,310547,1
induction,12011486,1836532,16
pal,2922960,1112842,4
b,239260173,13099169,193
function,147417217,9247580,23
lim,1305644,479767,2
equivalence,3440955,867114,24
g0,238195,110766,2
less,337388744,16520466,1
analogously,518524,313946,1
aabaa,1192,665,7
yarg,1390,578,4
closed,59054121,9540920,25
morphisms,69267,8973,1
abba,828619,251900,2
emp,647574,162164,13
completely,70695291,8024323,1
assuming,21262223,6448772,1
ey,737590,447397,1
ex,31170141,7394551,1
different,381761001,12077292,1
das,18392358,2449186,3
trees,66033516,6338361,2
background,47910118,7913185,1
ones,68802924,7904753,2
reversals,1056287,519370,1
factorization,361369,70000,18
isomorphism,455323,128449,1
copies,22762456,4730967,3
involved,106252318,8491432,1
say,310063047,11304825,4
em,14453958,3016486,43
hall,67814436,8997720,1
contradiction,10058206,2902590,14
main,135766466,10949263,9
sxo,3639,2078,7
gets,29913461,5809966,2
angle,39229069,4424230,28
comparable,17040607,4058205,61
needs,116865318,11153347,1
although,269984217,14981866,3
satisfy,19546973,5020542,2
w,47618976,9509104,46
preliminary,21318047,6044137,2
resp,630711,184590,28
acknowledgments,4343331,2587735,1
shows,113416183,10212987,49
neutral,20712107,4022556,3
long,477333877,19900521,3
g5,153662,75176,3
qv,454962,69805,1
xb,236706,110731,7
finally,124762454,13822444,19
d8,138762,64066,2
case,416258729,13051531,47
transition,34253090,5448978,4
patrice,419381,136352,1
change,252169887,16415077,1
subsequently,25284124,5948410,1
recognizes,7388583,2517508,4
notice,69035963,10596716,1
nonempty,175078,44544,34
systematic,20255681,4662506,1
d6,235989,107223,3
conjugacy,25285,6991,1
factors,104238296,7300757,31
therefore,256680119,13269473,11
inequality,9879916,2058346,5
convenience,11092331,3903334,1
ni,8422136,2122268,1
appears,102703030,8162770,3
v,108064400,14071875,23
conjugate,2103565,440408,1
becomes,98769246,7747625,1
schreier,62525,22495,5
spaces,16574002,3514040,1
increasing,69530493,8946258,2
infinite,21799747,4215142,63
revisited,2225366,1294956,1
goes,63818616,8150068,1
d9,98580,51349,2
elementary,21698050,4390242,4
vuillon,398,206,2
short,176858591,12888680,2
relations,112325996,8947636,2
un,45423458,6954556,3
symmetrical,4856250,1525211,2
xn,714320,352569,3
thue,33502,18695,13
precise,21649625,5213491,2
stated,63693123,7372296,3
studies,159772512,11404367,1
proof,41818941,7193433,31
proves,9565642,3493435,9
strict,19391181,5395582,40
mbda,6187,1728,2
gas,71631004,5657834,2
composed,39664901,6155928,5
requires,61891844,6510805,2
factorially,20357,11513,5
markoff,71186,26893,3
p,106894432,10044643,53
implication,8804162,2911347,1
k,60478290,7864990,9
gw,852271,181213,3
m6,168139,83654,2
kassel,429960,124097,1
based,197020666,11755792,1
vn,1513198,657493,2
take,378659319,14903901,1
easy,80893690,9202257,1
n,125421809,13136651,108
induced,32346816,4977424,2
diagram,23062125,2886896,2
r,97228768,14156513,153
esari,160,120,3
sl,2501132,744965,2
space,127941942,10232438,52
ac,12521041,3427666,4
v2,2823094,673134,3
margin,19022096,3390010,3
ideas,96892979,8339739,1
hedlund,87768,31364,4
n100,19884,8422,1
finite,14676449,2011921,111
c0,713968,255294,4
stable,30679455,5514958,23
proving,7164370,3215684,1
simply,110224005,9224022,5
contradicts,1703872,1025291,4
syntactic,4029925,370844,21
clearly,97843943,10491029,9
need,273479350,14462712,1
generalizations,3884584,1417972,1
equiva,35885,34157,1
view,213769776,13292081,4
vertices,1960111,170317,6
convenient,20500469,5036158,1
designed,62500143,7692804,1
suffixes,1086603,237084,35
rad,1752780,461983,5
open,184266698,16419271,7
raw,26924016,5585647,69
assertion,12837770,3353273,1
orbits,2962202,577691,1
inverse,6205230,1626418,3
aabb,101051,45194,2
uniquely,3650817,1832476,1
submonoid,843,344,27
terminology,8294496,2738214,2
coincides,2655297,1303615,3
reformulation,609429,352873,2
many,732675942,17515582,3
x,137589571,9707462,322
oval,6162885,1707259,3
extension,36358010,6244957,5
conjectured,1155015,670714,1
parse,677247,176906,17
point,333858038,16078850,8
zu,10677689,1018244,1
prefix,2622519,749544,305
symmetry,8891438,1862894,1
transformation,28053106,4817297,12
found,436617767,10463937,1
corresponds,13876670,3114041,2
complement,9145198,2799064,3
led,103672634,8727994,1
repetition,11399330,3609992,2
uniformly,7185231,2483746,32
verification,5779487,1685856,1
rephrased,165338,137392,1
measures,72774916,7867238,1
using,201536862,12044376,4
two,1034082956,23877777,51
common,232507127,13093518,7
delta,10205323,1911682,3
impossible,69416389,8173080,4
index,57715744,10998560,41
determined,94480905,8853573,5
a1,1931285,729534,4
isomorphic,466309,138805,4
hbt,104549,12912,27
obtain,59149618,6653875,11
distribution,98801980,7771388,42
zieschang,2725,1109,1
generated,26079112,4239536,37
verified,5460075,2219243,3
column,43724858,5281666,2
tma,201304,55420,2
even,677507335,19797903,3
introduced,61710748,7359641,4
presents,31651198,6894711,1
graph,13348857,1718721,31
babb,160427,55359,2
gasset,198266,77098,2
ways,113283389,9176649,1
theory,168319212,10695225,4
notion,37572761,4773454,14
abac,26117,13990,6
osborne,2405552,634710,1
fix,13932019,4892146,8
cos,3661905,924731,15
ur,2254015,997647,4
substitutions,1375841,530015,1
palindrome,93184,34118,4
incomparable,1717346,982703,8
family,275638251,13014416,2
applies,21378185,4386976,3
develop,69342356,7013586,1
form,352032932,15622654,7
qed,164512,47830,1
denoting,2463190,1020806,1
meeting,98128650,11754210,1
convert,11935439,4096363,3
formula,31449322,4462206,16
states,379406076,16093351,21
maps,18313633,3685449,15
ph,20134576,1795416,3
singleton,1136015,309747,1
invariant,2927300,524917,28
dynamical,2083695,344318,14
z,25401800,4828831,11
described,131540958,8018047,14
cyclic,4927822,889572,4
d4,385884,147961,3
tstat,5178,1828,1
starting,37683527,9671168,4
thus,352803269,14729206,207
top,107686513,12725512,1
chose,20936822,5252031,1
palindromic,62323,23349,6
plus,38934840,7378769,5
sch,1467022,261736,5
seen,232791574,9699456,8
shift,34815041,6648955,15
box,73974790,8318191,13
tnw,15122,4676,4
cnt,324324,71183,41
origin,59234974,7970117,1
finitary,33336,7295,1
pt,8651552,2009235,92
adequate,38765589,6002077,1
d5,252364,108711,3
strip,13657852,4036713,88
classical,33142617,5174793,2
basis,123422191,8173347,22
baa,443240,214883,36
h27,7892,4739,2
image,83929870,7386980,26
distinct,44034717,6358222,30
arguing,8334583,3143787,5
traces,13240752,4376457,1
bh,780106,256748,6
done,205603672,9603517,2
parameters,29722909,2515444,1
stroke,16503656,3672185,10
apart,48518165,9832318,1
hierarchy,14487067,3139879,1
aab,108858,44927,22
total,194645191,14591144,6
bezier,145031,20254,6
representatives,34257455,5341937,1
satisfying,8057842,3586557,3
direct,114945752,12259522,2
rawline,206,117,2
linewidth,327747,47835,1
cbc,842168,140648,3
must,662994536,11491303,1
construct,17439867,4025961,1
called,329762185,12093419,19
npaper,44,40,1
occurrences,5084238,1937438,2
proved,54494328,6875313,8
frobenius,163153,44299,1
instance,85306493,6900650,1
aspect,42278553,6372041,1
generalizes,305146,206792,7
recall,25444604,6675965,18
faithful,20768896,4474250,2
embedded,9501891,2759878,1
transpose,585747,332443,4
easily,85185742,8231420,5
proper,84248955,8612251,82
respectively,39552687,4685604,4
hbox,2669,516,1
d10,88384,39779,2
build,45266402,8043115,1
associated,101716328,9027400,2
applying,19789125,5481808,1
ah,20125619,5062497,17
commute,814608,417224,1
queff,116,105,1
gastex,543,193,14
class,193633305,11898790,50
ya,5009782,1229969,20
extends,14637350,3904141,3
due,164237479,12659347,3
qend,504,234,2
nl,1937268,693931,17
reference,88812899,9526257,1
adjust,11125678,3700584,1
particular,188618420,9742426,24
equation,54841869,3069051,31
directly,90710253,8471500,4
setlinewidth,1731,363,1
subsets,1477325,371640,6
beta,8901591,1392918,4
part,515815125,19370028,2
characteristic,49474095,7429276,2
generalization,5602710,1601085,13
ef,3413774,1201126,236
gwd,10747,3601,2
dis,8411190,3027705,4
letters,86483192,9129360,21
left,306802162,16406333,85
coordinates,7423360,1150628,1
nm,9590509,1056987,1
rect,293878,141764,3
included,87961423,8592958,7
acbca,121,55,3
r2,2814305,758005,3
zed,568489,235007,1
color,69334092,6423718,71
polygon,1991444,277390,4
fi,5698702,2399960,90
automorphism,60216,8905,1
idea,145406908,9106479,1
concatenating,75568,43718,1
b1,802240,327484,2
relates,13812985,4072383,1
dia,1666311,592149,2
denoted,4572840,1172680,9
checked,15277575,4302612,1
tthe,221264,140972,2
u,44604000,9657423,21
section,202298684,11040758,21
cac,376677,90792,4
sum,50642558,7358866,23
definition,59510174,6874996,18
large,342399659,12783794,1
following,282890287,19140937,90
g,67743309,8476422,31
thank,32642462,7559361,1
neither,92913536,18466190,1
pair,35236589,5592910,15
choice,78633933,9423545,2
ul,3449389,1005427,3
h18,12660,7291,2
state,553386027,20618283,19
wish,72239553,9530097,1
champernowne,36606,9355,1
subgroup,1926970,527157,79
unrelated,5560189,2124831,1
mul,323935,179403,3
monoid,28148,5835,28
g9,52606,31531,4
param,259979,75834,14
miller,23628140,3500081,3
undirected,322722,176075,2
larger,89837443,8593533,6
independent,82973548,9189011,1
pa,15116320,3330054,8
mike,10668194,1485938,1
coven,227761,76207,2
flength,575,215,7
connection,67589468,7262978,4
usually,178737795,11122847,1
circl,4305,3475,1
sided,7159595,2959419,2
countably,46983,15192,3
used,524065144,12042966,5
concerned,83350541,9607860,1
prove,48293856,7134130,23
atlength,3021,2752,6
loop,17542877,2454607,13
h,72827269,10258394,91
suppose,55746581,7367396,20
step,93522951,12149990,2
nframe,437,174,24
circ,1033509,170382,1
moreover,57580480,7900346,24
nmark,913,806,1
words,227368818,10547827,204
idempotent,59904,15705,9
injective,49769,10929,10
terms,183434872,9711423,5
rp,2340357,534822,3
equipped,13371327,4425574,1
list,96243232,12243670,2
g10,50210,21549,4
respect,116205867,9935246,27
u1,165003,94905,6
standard,111899749,12585958,15
sets,39931737,8217991,38
omega,1900986,568821,1
average,111225011,10488493,7
edef,1659,637,252
decompositions,266212,97778,1
earlier,102977377,12720069,1
waa,721513,273535,1
positively,10858187,3788743,7
generally,139841620,10600797,1
parses,108730,54757,26
simple,122864411,11174406,12
statement,89976766,8210582,15
reutenauer,1029,594,1
course,267248526,10317985,1
expresses,11048530,3347161,1
hamiltonian,1529480,165104,1
connected,53595524,7505938,16
numbering,3187925,1607179,1
furthermore,32685805,5692866,3
book,244679041,16171850,2
blue,72974499,9460839,34
trivial,6867993,2817997,1
compute,7165329,1290773,1
inclusion,10802637,3235027,8
required,157770281,9667102,1
sse,360866,112172,45
language,180585791,10360844,1
strong,138949457,10515454,2
abaab,1340,1127,13
conclusions,29270930,6663490,1
definitions,16885456,3947354,1
permutations,906701,414788,12
positive,84081928,7936026,23
margini,9279,5250,1
consecutive,5640087,2055434,2
passes,24225265,5799792,1
distributions,10758826,1380723,6
ab,11639055,2624627,49
suffix,2224699,459622,122
composition,47623941,6225737,1
uniform,32114380,6645376,2
eldist,228,169,6
define,30503877,5267163,12
notably,11917730,3403844,1
notation,7407084,1517846,6
restrictions,19907029,4177852,3
corollaries,380862,252831,1
subgroups,2051501,632586,10
h44,5135,3293,1
yc,357867,172993,6
aabaab,1016,732,3
restriction,11225444,2924559,13
letter,137746343,9677723,25
union,131560771,9546516,7
objects,71202828,6691510,1
cb,2694639,599230,3
qy,80216,46856,5
handled,13497518,4348728,1
hold,99442715,12582499,4
ii,211760644,13081117,45
essential,74121670,7947500,22
bc,7794346,1267178,3
boyle,2976404,688473,1
construction,78888353,7970591,2
adaptation,13964555,3281164,1
end,318429766,17601459,14
vector,17557231,1313771,2
symmetric,3656484,583315,4
reversible,3684314,883287,21
strongly,40573100,6637992,1
exercise,72067303,9073406,2
a0,902658,361317,9
de,424296592,18672320,4
paths,13666683,4104770,7
known,242748318,12283438,12
consequently,40156710,7900667,20
wh,2232301,747838,20
aaba,28734,11091,17
pro,25823681,6380519,1
describes,30201362,5264358,5
properly,39744589,6830733,2
whence,12373092,4401100,7
require,68399544,6855820,1
d0,392365,158422,4
either,231828021,19715730,5
call,138858263,13717294,6
behaves,2300628,1217428,2
commutative,425803,104648,2
showing,50718659,8306531,1
p1,1098882,341838,1
consistent,34837340,5823676,3
extended,51285992,9475617,1
cog,683884,376022,1
whether,245964864,14078447,1
ht,2315948,800615,3
latter,116154349,9922941,5
concatenations,48902,35085,1
palindromes,44532,19883,1
atnu,297,281,1
recurrence,4915671,1452060,1
refinement,5446178,2276840,1
concerning,61467271,7733831,11
edges,16322057,3126709,5
smallest,11450007,4030683,2
d3,860355,276073,2
four,262968583,18083934,5
cbca,29414,2250,3
constructed,29816696,5311131,1
minus,6519294,2492777,5
borel,249775,63609,15
notions,14121305,3418367,6
become,247467268,9303454,1
nr,3824353,998309,5
mr,39845680,3066493,3
mark,64363165,11956844,12
nodes,11923553,926094,6
longer,124113646,12319721,5
way,559785767,13629573,8
hq,1102839,304252,1
indifferently,1244426,780344,1
baabaa,551,425,3
ark,3529378,1154819,4
translated,25697329,5745487,1
usual,58076335,7209415,2
one,2148983086,34727456,87
gdef,708,381,1
si,27378266,5775076,2
necessary,208018922,9052614,2
bases,16760032,4068140,3
related,118838205,11085603,5
multiple,45911282,6130819,3
formulation,12348877,2731952,5
bound,55126998,9219934,2
help,199252187,14243730,1
c1,1085141,394647,1
m5,218232,114249,1
sset,8135,4425,78
exactly,54905332,8366252,14
conclude,20015021,4608654,4
fill,31346644,7930704,29
however,519207264,15744927,3
aabab,1381,1068,3
flahive,3449,1510,1
written,134806145,11857498,1
input,41046336,3171983,1
g8,242602,80157,2
small,350484848,14299510,1
quad,778378,286866,5
def,1501028,389703,4
bab,716550,204814,36
argument,64366769,6429945,8
real,181565857,12386952,4
surjective,26367,7308,6
red,122998966,12197522,36
component,39691421,4564002,9
baab,16489,7365,27
y0,224278,104100,2
special,172749212,14011371,115
disjoint,539187,132927,11
minima,1291754,407613,1
several,266874027,14354739,2
co,83487330,12659843,3
indeed,147261279,12327624,63
deca,75615,47820,1
results,180160027,11353827,18
forces,103159527,8918153,6
recurrent,7205771,1795370,99
topological,1101780,230695,9
submonoids,204,100,1
founding,8888677,3436081,1
claimed,34017747,5372236,1
d7,171373,76369,3
cap,19722257,4468906,23
contrasts,6625835,2851839,1
wd,1293613,326466,4
suffices,1681444,895809,1
corresponding,44418215,5449937,6
angl,109767,42015,2
meet,90681024,8835986,1
closure,7745182,1688283,7
listed,28477335,4903779,1
already,198197475,11622752,6
authors,42845288,6517866,1
equivalent,38432678,6888308,26
circle,41602402,7533715,5
multiplying,4050715,1760939,2
stallings,214164,62769,3
extending,18092832,5178314,1
li,15473760,4209120,1
graphs,5153343,1151343,1
expressing,13510668,4459447,1
omitting,2215216,1379131,1
comment,24865637,6625073,1
mu,2835832,942848,5
enumerator,131284,40306,6
nuclear,40670112,3108919,11
specia,27142,23114,1
objective,45014526,6653530,1
organized,45586545,6525736,1
set,302361340,16680260,481
preliminaries,1218732,742982,1
assumption,32429347,5142748,2
framework,32961654,4790690,3
internal,75228149,8416166,33
viewed,25727145,5599631,3
unit,85082435,7380100,73
right,405717045,20489859,159
quadratic,2345201,412412,1
computed,12660085,1945708,1
bbaa,2695,1589,2
atangle,496,483,2
let,231529250,14821442,471
col,6024232,1611666,6
consist,18576135,4348992,1
ambiguity,6809490,2160554,1
condition,115246769,8799218,20
traced,12568878,4167600,1
appear,113979614,8111631,2
rmark,221,195,3
contain,48392464,6465106,2
formulated,9188706,2892646,1
example,313505718,10241053,49
node,14420119,1142346,489
restricted,23172636,5966655,5
catcode,80,44,2
u2,551184,239561,5
interest,221787128,11993330,1
x2,2419525,655465,7
colored,19982985,4143617,2
order,360669813,14973133,31
trig,164913,85195,1
iii,98208308,9278397,21
model,155409143,10026034,3
time,1167810273,19935128,1
area,209904357,9766343,1
generalized,9456187,2559886,16
setgray,3396,570,2
aa,7570778,2391292,39
intersection,6660792,1655517,2
conversely,7084155,3121303,22
d2,1660890,513510,3
g7,250156,87829,3
converges,730116,306308,1
always,289326176,11420302,5
reconstruction,15881684,3370938,1
morphism,83534,15549,30
infinitely,7431815,2631545,2
containing,53034057,6669981,6
allow,74009167,8639666,1
icircle,187,152,2
conditions,182610089,9805520,19
awa,403373,164479,1
rep,2512890,681571,4
frame,38645040,6712836,9
arbitrary,15962852,3791049,5
soon,160678206,12204234,1
denote,7459754,1965159,30
present,313754008,19092690,2
zh,386290,129744,3
least,219366839,9315507,17
partition,9221137,2063266,2
cardinality,353456,63181,7
label,14529764,3615158,10
rk,896641,303677,7
verifies,522828,328997,1
terminal,19961353,3146365,5
transitive,1435443,270011,15
abb,931286,185770,3
length,110823907,9853146,72
equal,103238744,9282106,25
acac,47958,12090,2
r1,667950,264290,3
without,465581954,15757238,6
quote,10879137,3902802,1
descending,7536312,2693786,1
general,450612588,19409510,13
verify,6210513,2322049,5
similarly,38390517,7840036,9
introduction,75350470,15399154,1
belong,27711699,5784558,2
much,601262291,20411024,2
codes,13446661,2691856,87
survey,56062675,8177763,1
path,53730117,7384943,91
rank,32214611,6711902,29
unitlength,1253,843,111
consequence,43581859,5760428,13
eigenvector,273788,67791,1
unique,37709353,6325780,21
rati,181206,118951,35
triple,7051479,2726075,1
initial,62219297,7132307,7
whenever,33644616,9318155,2
note,145170586,18009338,18
second,316484908,20149711,7
equalities,225396,113270,1
childred,2516,2449,1
sharp,35123187,7222663,1
uv,3719498,494546,1
i1,953608,532735,3
ecalc,191,106,1
bounded,6705855,2319125,5
distance,94015589,9138225,1
recursively,423926,126693,1
d1,607947,250092,4
wen,2058283,658418,2
star,36348727,7196174,1
basic,102960618,9460385,4
leads,41158061,7039885,1
monteil,59372,18384,1
automata,908562,218891,8
strictly,20983905,6134322,1
arnoux,83465,16605,1
primitive,25514755,4731263,6
namely,31529367,4611993,3
clifford,4157579,1014220,3
el,45655295,4988567,20
g6,101447,59805,3
caca,40280,21987,2
establishes,5987873,2410815,1
iff,1221669,522102,5
nfill,195,151,12
avoids,3608938,1953690,1
action,212759202,11353878,1
studied,47250984,6736863,3
start,79891984,11846181,2
instead,118485329,14029654,2
nmr,2480403,212395,58
lexicographic,126392,44743,1
contrary,45728254,8050798,3
rcnt,2925,2136,149
automaton,961827,309929,110
contained,49233292,6909695,28
monoids,9524,2768,3
work,621797228,19617305,5
fork,6704564,1951284,3
topologically,143169,60764,1
aim,31024295,7162699,1
bca,239426,51628,3
indices,6377116,1435017,3
abaa,9402,4372,19
e,155009877,14369374,99
undefined,1770474,1001255,5
christoffel,99853,31468,3
famous,47483028,6394143,1
alphabets,549969,239179,3
significant,101999263,7534050,1
gray,33346335,5281167,1
ordinary,61059033,7669829,2
gives,93485484,8324899,4
decal,106703,45707,1
emphasize,12317029,3551582,2
t1,1089480,371424,1
sides,52946344,7028002,2
trim,4851519,2030355,7
begins,40141482,6637418,6
enumerate,1459833,948369,1
mild,16246310,4105969,1
necessarily,45327781,6447360,1
gilbert,9517905,1969574,1
computation,8269560,1588057,1
product,96228667,7428700,3
inserting,3611923,1487017,2
sr,4338666,1039755,1
orbit,9096821,1476326,1
coset,46024,7656,17
tmi,149142,42025,2
developed,118108656,9435004,1
avoid,60713817,8388889,2
structure,150602123,10280590,6
equivalences,220800,101484,1
belongs,19379024,4843839,3
mainly,43021487,5865090,1
widt,5761,4671,1
depth,40927274,6693602,3
tmin,39597,19239,1
cdot,3146,1152,1
bernoulli,768235,131153,2
sa,13563836,2594762,1
new,1073292865,23694841,6
pass,76642270,10680276,1
ranges,13289972,3698405,1
rr,2587751,899862,6
pat,8822280,2594110,26
propositions,10312120,1962989,5
considered,151545059,9321530,8
derived,51174255,6628429,14
endomorphism,11973,3130,1
ideal,45221422,8089433,3
consider,103396986,10203527,31
dash,4864370,2271917,21
setting,58941240,10940232,1
fin,5997327,1774307,4
defines,10940415,2989809,3
rg,2720323,424518,1
vh,670531,343821,6
cayley,261783,57037,1
largest,39215237,6094345,1
references,46192280,8048798,1
recognizing,9024229,3877707,5
reading,105673771,13030261,1
hand,297264744,15152881,3
g4,203985,92538,3
parameter,17379139,1541115,2
global,40103211,3796951,15
copy,44105907,6917744,1
endh,247,207,4
rea,1344635,566688,44
l,117220317,15464025,73
ra,6855399,1924967,2
j,101980525,12815961,4
us,516975345,10171508,31
abelian,193220,27763,3
word,184603724,11489683,336
relative,76673081,8658990,1
check,53673380,9556507,1
binary,9502893,1361916,4
shown,164618363,8175547,12
images,43702593,5145617,2
subset,3761751,806977,15
cohn,1468115,389955,1
uniqueness,2987592,1318136,1
property,142167084,8366875,14
exists,40466775,6021585,24
illustrate,19148293,4637748,3
shortest,3778530,1886786,6
aababa,276,216,1
values,133213477,7687093,7
forms,136468034,11267953,1
provides,70820003,6052686,1
syo,10453,5976,8
else,94712154,9995178,42
fulfilled,10620447,3735006,1
rawstate,40,40,2
ilength,1512,608,7
developments,25204762,5048433,1
nh,1812391,590227,7
tensor,2391644,287172,2
preserves,3530807,1921338,1
version,44739611,6011480,2
x1,618581,259997,8
min,20917634,2511954,2
q,29196763,5090254,26
groups,159418843,8811837,17
justin,3609135,595395,6
still,408263128,16277222,2
additive,3186527,825630,3
metric,5455440,1102892,3
black,181542099,12939616,2
degree,111537970,9255613,127
tmp,319715,67905,11
bombieri,2235,820,1
sy,989835,469781,1
focused,21043848,4052452,1
kernel,3914753,972940,24
depend,32876726,6080488,1
fact,303323018,10182969,14
lower,145218962,12300918,1
uh,3239054,926884,4
xc,546133,276633,6
preparation,40159598,7231709,2
linked,26375610,5041627,1
notations,1242751,572693,1
listii,81,51,2
use,535798133,19210819,18
representations,13375631,2804006,1
labels,7742100,2292799,2
atpara,587,303,1
aca,480657,155910,3
bbab,659,462,2
cosets,32819,6030,10
closely,49678593,7903530,3
periodicity,1266550,420924,1
factorizations,34562,11044,6
hbo,320738,79944,2
transitions,7111632,1460452,5
feqh,3126,327,1
yy,320837,168925,1
often,325385700,13646116,3
trace,24279136,6677826,12
otherwise,73189721,10811781,19
g1,329332,136527,2
iterated,337543,172058,4
prefixes,1054166,328539,47
alphabet,5061383,1601392,28
specific,141363074,9155234,1
onto,33124930,4344981,7
striking,28309469,6901837,1
get,318321184,11798719,3
satisfies,3761938,1412390,15
fillcolor,5572,1475,12
classes,65300245,7107582,9
able,182787681,8816878,2
green,84883858,11084678,1
rational,27604114,4522248,4
g2,844670,291328,2
subsemigroup,2093,481,1
endomorphisms,7158,2226,3
independently,13705693,4101283,2
sqrt,94842,32110,10
numbers,86377548,8950167,2
astronomer,2050050,719456,1
setdash,555,104,1
choose,48894515,7583913,2
holds,30017703,6748161,23
illustrated,34519451,6475498,1
indicator,9714085,2218697,4
components,47003928,4266183,2
sometimes,165282667,13813035,2
process,261231720,11012831,46
push,17955406,6044725,1
formally,11364944,3710173,1
bijection,37933,10547,7
minimal,12879519,3179372,45
aw,2216850,1078051,1
partial,29714766,6212092,11
study,251146114,15792180,12
existence,89086621,7550735,1
replace,19007815,5223738,2
recode,79863,32197,3
incidence,16891511,2166023,15
limit,44392003,8227075,2
tree,68119957,8028732,12
fibonacci,282425,52068,36
idisk,38124,2865,2
yields,15801323,3495505,1
reduced,70099950,8782010,12
sqr,61467,17799,6
mid,36299368,8479255,5
iv,70418238,11355468,1
droubay,441,245,1
analogous,10379895,2804803,1
nd,4896139,1870631,2
avoiding,10211716,4377861,2
setlength,4541,1602,3
inductively,513779,217560,1
theorems,1740546,422006,1
exo,233234,88120,7
developing,53771963,7306412,1
ending,19110140,5892879,2
directive,6766497,1470934,5
starts,16326204,5061526,7
dept,1393693,468083,1
cycle,40130390,4809355,4
string,24805605,3878837,2
according,178815411,13820622,1
investigate,12808788,4133096,1
back,406548203,20579105,2
value,251727013,11835413,12
reversal,6601612,2292225,19
unitary,2837843,857026,6
gamma,6114816,974804,6
representation,41332217,5525612,7
gl,2001196,598628,1
continuous,37843432,6223407,3
fangle,2697,2056,5
apply,58019012,7218873,1
cup,28682080,4431358,2
paper,135586065,11327995,9
usesin,43,43,8
first,923189150,27967072,66
repetitive,3608656,1377344,1
follows,85545433,7264109,29
manuscript,19047442,4462699,1
countable,296779,105236,1
abaaba,177,103,9
bba,111478,26793,4
code,69596496,6468190,361
satisfied,31286367,7270195,3
approach,125032805,11731938,1
occurrence,20379968,4227294,2
properties,64066475,5256912,9
deterministic,2280641,561541,6
isolated,28718137,6841381,1
e3,641264,248520,1
